Account,trades_count,total_pnl,mean_pnl,median_pnl,pnl_std,win_rate,avg_size_usd,avg_size_tokens,median_size_usd,avg_fee,long_pct,active_days,first_trade,last_trade,trades_per_day,pnl_sharpe_like,cluster,pca1,pca2
0x72743ae2822edd658c0c50608fd7c5c501b2afbd,1590,429355.56591500004,270.0349471163522,0.0,2525.240437234773,0.34591194968553457,7216.66724528302,445.50670440251577,1001.01,0.9757467083584905,0.37610062893081764,3,2024-10-27 03:33:20,2025-06-15 15:06:40,530.0,0.10693435093731114,2,-2.0255978649227457,-1.1118242097240651
0x72c6a4624e1dffa724e6d00d64ceae698af892a0,1430,403011.504159,281.8262266846154,0.0,1591.52395765343,0.3062937062937063,2133.6673636363635,2088.631405594406,524.725,0.20280492878321676,0.44685314685314687,3,2024-10-27 03:33:20,2025-06-15 15:06:40,476.6666666666667,0.17707947488276882,2,-1.913005695493146,-0.1622653538149308
0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,9893,379095.406711,38.3195599627009,7.722845,172.5207734176289,0.8108763772364298,2600.7780491256444,56700.08458974628,502.93,0.2623328759405641,0.4982310724754877,5,2024-03-09 16:00:00,2025-06-15 15:06:40,1978.6,0.2221156281854765,0,0.7000201770947918,3.055449194516953
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,1559,14900.443047,9.557692781911483,0.0,72.56119523718021,0.45221295702373315,3748.8675112251444,163.8899808082104,591.28,0.5004598479538165,0.44323284156510584,2,2025-02-19 21:20:00,2025-06-15 15:06:40,779.5,0.13171906486201512,0,0.1142537383280398,1.235112977041524
0x8170715b3b381dffb7062c0298972d4727a0a63b,4601,-167621.12478099996,-36.431455070854156,0.0,1647.7789842056025,0.38274288198217776,2204.685531406216,1408.4812445859595,524.38,0.3432700395392306,0.49163225385785697,3,2024-10-27 03:33:20,2025-06-15 15:06:40,1533.6666666666667,-0.0221094305850841,1,0.370402335614744,-0.6195933563151665
0x8381e6d82f1affd39a336e143e081ef7620a3b7f,1911,65513.65790600001,34.282395555206705,0.0,325.75560971336125,0.33019361590790164,6279.002286760859,673.2986035164835,1142.77,1.7712622807849296,0.6043956043956044,3,2024-10-27 03:33:20,2025-06-15 15:06:40,637.0,0.10523961685685922,1,-0.13254046928803792,0.20855620072360814
0x8477e447846c758f5a675856001ea72298fd9cb5,14998,43917.008976000005,2.9281910238698496,0.0,68.61304094802145,0.26196826243499133,820.4285131350847,7757.6792632927,499.94,0.25286992235431394,0.46432857714361914,4,2024-07-03 09:46:40,2025-06-15 15:06:40,3749.5,0.04267688741689983,1,1.6115787201122327,-0.5347305544394169
0x92f17e8d81a944691c10e753af1b1baae1a2cd0d,3052,126578.942134,41.47409637418087,0.0,220.38773483389977,0.2853866317169069,3601.689298820446,1633.440688862369,1125.1599999999999,0.9246260810157274,0.6893840104849279,3,2024-10-27 03:33:20,2025-06-15 15:06:40,1017.3333333333334,0.18818695335037025,1,-0.2866090772052001,0.5927112144253375
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,15605,106302.875256,6.81210350887536,0.0,68.23490362184188,0.3457866068567767,1273.19500032041,266.8491961913297,536.7,0.14661681724474207,0.6397308554950336,3,2024-10-27 03:33:20,2025-06-15 15:06:40,5201.666666666667,0.09983312274650619,1,1.7562903573053728,-0.01816811267407314
0xa520ded057a32086c40e7dd6ed4eb8efb82c00e0,417,72846.484272,174.6918088057554,8.418833,976.0687513599997,0.5731414868105515,2066.689208633093,1682.5229211447245,220.86,0.45548682136690655,0.37410071942446044,3,2024-07-03 09:46:40,2025-02-19 21:20:00,139.0,0.17897490167813443,0,-1.1189692585961943,1.5925918942068573
0xae5eacaf9c6b9111fd53034a602c192a04e082ed,563,67845.619531,120.50731710657195,0.0,474.8098365007929,0.40852575488454707,2979.441776198934,11772.299287037993,1125.47,0.9746523350088809,0.5896980461811723,3,2024-10-27 03:33:20,2025-06-15 15:06:40,187.66666666666666,0.2538012228109573,0,-1.0929822004559904,1.4647748686964959
0xaf40fdc468c30116bd3307bcbf4a451a7ebf1deb,534,21758.831753000002,40.74687594194757,0.0,288.26612386189555,0.32209737827715357,8330.193370786517,0.13405404494382023,1000.8,1.0145048866037454,0.5692883895131086,2,2024-10-27 03:33:20,2025-02-19 21:20:00,267.0,0.1413515934375586,1,-0.4324547660613554,0.3047396763159112
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,14733,2143382.597689,145.48174829898866,0.0,1374.0264020517257,0.3371343243059798,3837.8853750084845,6132.462296305173,623.3,1.085679647853119,0.4549650444580194,6,2023-11-14 22:13:20,2025-06-15 15:06:40,2455.5,0.1058798783500464,1,0.09526305257874534,-0.7354284929102127
0xb899e522b5715391ae1d4f137653e7906c5e2115,4838,22488.500821,4.648305254443986,0.0,332.08340539085515,0.4386109962794543,22504.5558288549,268.0968867465895,5333.95,5.920457568210005,0.48945845390657294,1,2025-02-19 21:20:00,2025-02-19 21:20:00,4838.0,0.01399740299872265,3,1.1599032336111297,-1.2460415501836744
0xbaaaf6571ab7d571043ff1e313a9609a10637864,21192,940163.8062199999,44.36409051623254,0.0,567.762762849911,0.46758210645526616,3210.4728312570787,208.84953665203847,595.315,0.40565806276986605,0.528265383163458,2,2025-02-19 21:20:00,2025-06-15 15:06:40,10596.0,0.07813842932133302,4,2.816589848540723,-0.5993347476685598
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2641,220519.06185300002,83.49831952025748,0.0,1530.5250331047237,0.32752745172283226,7852.098337750851,3842.645095641802,1047.88,1.8073072640780008,0.45172283226050736,3,2024-10-27 03:33:20,2025-06-15 15:06:40,880.3333333333334,0.054555343894557684,1,-0.6069689116905816,-0.8482825364745069
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,40184,836080.553077,20.806304824731235,0.0,264.1238803159644,0.428230141349791,1844.2118863229146,96.48872163781829,541.905,0.3322939405970038,0.43333167429822816,3,2024-10-27 03:33:20,2025-06-15 15:06:40,13394.666666666666,0.07877479612915425,4,4.638969661988229,-1.2565506353992573
